"","index","org_dvsa_end","org_dvsa_1_end","org_dvsa_2_end","org_dvsa_3_end","org_dvsa_4_end","org_dvsa_5_end"
"1104","2896","First:","جمعيات حقوق المراة",NA,NA,NA,NA
"1105","2903","First:","مش لوحدك",NA,NA,NA,NA
"1106","2904","First:","المجلس القومي للمراة",NA,NA,NA,NA
"1107","2906","First:,Second:","المجلس القومى المرأه","مجلس الامومه والطفوله",NA,NA,NA
"1108","2909","First:,Second:,Third:","المجلس القومي للمرأة","انا حوا","كشف حساب",NA,NA
"1109","2910","First:,Second:","المجلس القومي لحقوق المرأة","نسوية",NA,NA,NA
"1110","2912","First:,I do not know any.","حقوق المرأة",NA,NA,NA,NA
"1111","2913","First:","انتي مش لوحدك",NA,NA,NA,NA
"1112","2914","First:","منظمة حقوق المراة",NA,NA,NA,NA
"1113","2915","First:,Second:","برنامج حكايات نهاد","برنامج الستات ميعرفوش يكدبوا",NA,NA,NA
"1114","2916","First:,Second:,Third:","جميعه حقوق المرأة","جروب نرمين علي الفيس بوك","بعض صفحات وجروبات علي الفيس",NA,NA
"1115","2918","First:,Second:","Ypeer","المجلس القومي للمرأة",NA,NA,NA
"1116","2921","First:","المحلس القومى للمراه",NA,NA,NA,NA
"1117","2922","First:,Second:,Third:,Fourth:,Fifth:","السلطة المختصة","برامج المرأة","صفحات المرأة علي الفيس بوك وقنوات اليوتيوب","لا اعرف","الكتب الورقيه"
"1118","2926","First:,Second:,Third:","حكايات نهاد","فيديوهات لنهاد علي الفاس","فيديوهات نهاد يو تيوب",NA,NA
"1119","2929","First:,Second:,Third:","المجلس القومي للمرأه","منظمه حقوق المرأه","منظمه العفو الدوليه",NA,NA
"1120","2930","First:","المركز القومي لحقوق المرأة",NA,NA,NA,NA
"1121","2932","First:","صفحة دعم المراه",NA,NA,NA,NA
"1122","2935","First:","المجلس القومى للمرأة",NA,NA,NA,NA
"1123","2936","First:","المجلس القومي للمرأه",NA,NA,NA,NA
"1124","2938","First:","دعم المرأه",NA,NA,NA,NA
"1125","2939","First:,Second:,Third:","المجلس الأعلى للمرأة","منظمات حقوق المرأة","بعض مواقع الانترنت",NA,NA
"1126","2942","First:","المركز القومى لحقوق المرأة",NA,NA,NA,NA
"1127","2944","First:,Third:","المركز القومي للاسره",NA,"انت مش لوحدك",NA,NA
"1128","2947","First:,Second:","انتى مش لوحدك","المجلس القومى للمراه",NA,NA,NA
"1129","2948","First:","فريق دعم المرأة",NA,NA,NA,NA
"1130","2950","First:","مجلس حقوق المرأه",NA,NA,NA,NA
"1131","2952","First:,Second:,Third:","دعم المرأه","حقوق المرأة","الخط الساخن للعنف المنزلي",NA,NA
"1132","2953","First:,Second:","دعم المرأه","المجلس القومي للمرأة",NA,NA,NA
"1133","2955","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"1134","2962","First:,Second:,Third:,Fourth:,Fifth:","المنظمات التى ترعى حقوق المرأه","الفيس بوك","الانترنت","التليفزيون","النوادى الثقافيه"
"1135","2965","First:","دعم المرأة",NA,NA,NA,NA
"1136","2966","First:","انتى مش لوحدك",NA,NA,NA,NA
"1137","2967","First:,Second:","جروبات الواتس اب","الفيس بوك",NA,NA,NA
"1138","2969","First:,I do not know any.","نهاد ابو القمصان",NA,NA,NA,NA
"1139","2973","First:","برامج تليفزيونيه",NA,NA,NA,NA
"1140","2975","First:","المجلس القومي ل المرأة",NA,NA,NA,NA
"1141","2976","First:","المركز القومي للمراه",NA,NA,NA,NA
"1142","2978","First:,Second:","مركز النديم لضحايا العنف الاسري","مركز شكاوي المجلس القومي للمراه المعنفه مركز قضايا المراه المصريه",NA,NA,NA
"1143","2979","First:,Second:","التليفزيون","الانترنت",NA,NA,NA
"1144","2983","First:","المركز القومي للمرأه",NA,NA,NA,NA
"1145","2984","First:,Second:","المجلس القومي للمرأة","المجلس المصرى لحقوق المرأة",NA,NA,NA
"1146","2990","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"1147","2991","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"1148","2994","First:,Second:,Third:","المركز المصري لحقوق الإنسان","الجمعيات الاهليه","منظمه الصحه العالميه",NA,NA
"1149","2995","First:,Second:,Third:","المجلس القومي للمرأة","حقوق المرأة","دعم نفسي للمتحرشات",NA,NA
"1150","3000","First:","المجلس القومى للمرأة",NA,NA,NA,NA
"1151","3001","First:","الصفحه الخاصه بكم",NA,NA,NA,NA
"1152","3004","First:","المجلس القومى لحقوق المرأة",NA,NA,NA,NA
"1153","3016","First:,Second:","المجلس القومى للمرأه","جمعيات المجتمع المدنى",NA,NA,NA
"1154","3019","First:,Second:,Third:,Fourth:,Fifth:","مركز نديم لضحايا العنف الاسري","مكتب شكاوى المجلس القومى للمرأه","مؤسسة المراه المصريه للقانون وثقافة السلام","جمعية المرأة والتنميه","مركز قضايا المرأه المصريه"
"1155","3023","First:,Second:","جمعيه وعي","بيت حواء",NA,NA,NA
"1156","3024","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"1157","3025","First:,Second:","برنامج هى وبس ""رضوى الشربيني""","دعم المرأة ""الواتس أب """,NA,NA,NA
"1158","3026","First:","المركز القومي لحقوق المرأة",NA,NA,NA,NA
"1159","3027","First:","برنامج حكايات نهاد",NA,NA,NA,NA
"1160","3028","First:","المجلس القومي للمرأه",NA,NA,NA,NA
"1161","3029","First:","دعم المرأة",NA,NA,NA,NA
"1162","3030","First:,Second:","المركز المصري لحقوق المرأة","المجلس القومي للمرأة",NA,NA,NA
"1163","3033","First:,Second:","انت مش لوحدك","جمعية حقوق المرأة",NA,NA,NA
"1164","3035","First:","القومي للمرأة",NA,NA,NA,NA
"1165","3036","First:","المجلس القومى للمراءة",NA,NA,NA,NA
"1166","3037","First:,Second:,Third:","الصفحة الخاصه بكم","الفيس بوك","الوتس",NA,NA
"1167","3038","First:","محكمه الاسره",NA,NA,NA,NA
"1168","3040","First:,Second:,Third:","حمله 16يوما","اليوم الدولي القضاء على العنف","ويكيبيديا",NA,NA
"1169","3041","First:","د.نهال",NA,NA,NA,NA
"1170","3045","First:","منظمه الصحه العالميه",NA,NA,NA,NA
"1171","3046","First:,Second:,Third:,Fourth:,I do not know any.","المجلس القومى للمرأة","الامومة والطفولة","حقوق الانسان","لا اعرف",NA
"1172","3053","First:","قومى المرأة",NA,NA,NA,NA
"1173","3056","First:,I do not know any.","البرامج",NA,NA,NA,NA
"1174","3057","First:","Facebook",NA,NA,NA,NA
"1175","3059","First:,Second:,I do not know any.","المجلس القومى للمرأة","حماية المراة",NA,NA,NA
"1176","3060","First:","دعم المراه",NA,NA,NA,NA
"1177","3061","First:","المركز القومي لحقوق المرأة",NA,NA,NA,NA
"1178","3063","First:","مركز دعم المرأة",NA,NA,NA,NA
"1179","3066","First:","مركز تأهيل المرأةالمتضررة التابع للمجلس للقومي للمرأة",NA,NA,NA,NA
"1180","3067","First:,Second:","المركز المصرى لحقوق الإنسان","البرامج التليفزيونية",NA,NA,NA
"1181","3071","First:,Second:","جمعيات حقوق المراة","شحصيات سياسية وعامة",NA,NA,NA
"1182","3072","First:,Second:,Third:,Fourth:,Fifth:","المجلس القومي للمرأة","مركز حقوق وقضايا المرأة","هيئة كير الدولية في مصر","هيئة انقاذ الطفولة","UNWOMEN"
"1183","3074","First:","المركز المصري لحمايه حقوق المرأه 19576",NA,NA,NA,NA
"1184","3075","First:,Second:","الاتصال بالعنف ضدد المراه15115","الاتصال بحضراتكم في المركز",NA,NA,NA
"1185","3076","First:,Second:","برامج توك شو","المجلس القومي لحقوق المرأة",NA,NA,NA
"1186","3078","First:","مركز الامومه و الطفوله",NA,NA,NA,NA
"1187","3084","First:,Second:","المجلس القومي للمرأة","المجلس القومي للطفولة والأمومة",NA,NA,NA
"1188","3085","First:","فيس بوك",NA,NA,NA,NA
"1189","3086","First:,Second:","المجلس القومي للمرأة","رعاية الامومه والطفولة",NA,NA,NA
"1190","3087","First:,Second:,Third:","المركز القومي للامومة والطفولة","المركز القومي للمرأة","تقريبا جمعيات حقوق الإنسان",NA,NA
"1191","3088","First:","المجلس القومى للمرأة",NA,NA,NA,NA
"1192","3089","First:","دعم المراة",NA,NA,NA,NA
"1193","3092","First:","المركز القومي لحماية حقوق المرأة",NA,NA,NA,NA
"1194","3097","First:","استاذة نهاد",NA,NA,NA,NA
"1195","3099","First:","انتى مش لوحدك",NA,NA,NA,NA
"1196","3103","First:","جوجل",NA,NA,NA,NA
"1197","3108","First:","جمعيه حقوق الإنسان",NA,NA,NA,NA
"1198","3109","First:,Second:,Third:","الاهل","الاصدقاء","الشرطه",NA,NA
"1199","3115","First:,Second:,Third:","حقوق الإنسان","حقوق المرأة","دكتوره نهاد",NA,NA
"1200","3116","First:,Second:,Third:,Fourth:","البرامج التليفزيونية","البحثفى اليوتيوب","استشارات اسرية","دكاترة نفسية",NA
"1201","3118","First:,Second:,Third:,Fourth:,Fifth:","الفيس بوك","الواتساب","الانستغرام","اليتيوب","الياهو"
"1202","3123","First:,Second:","انتي مش لوحدك للمحاميه نهاد ابو القمصان","المركز القومي لدعم قضايا المرأة 19576",NA,NA,NA
"1203","3124","First:,Second:","المجلس القومى للمراة","مركز دعم المراة",NA,NA,NA
"1204","3126","First:,Second:,Third:","المجلس القومي للمراة","الشرطة المصرية","عقلاء القرية",NA,NA
"1205","3129","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"1206","3130","First:,Second:,Third:","Society problems","مش لوحدك المشاركه والدعم النفسي","منظومه العنف ضد المراه",NA,NA
"1207","3132","First:","انتى مش لوحدك",NA,NA,NA,NA
"1208","3133","First:","المجلس القومي للمراه",NA,NA,NA,NA
"1209","3135","First:","انتي مش لوحدك",NA,NA,NA,NA
"1210","3136","First:","مجلس حقوق المرأة",NA,NA,NA,NA
"1211","3137","First:,Second:","القومى للمرأة","شكاوى المرأة",NA,NA,NA
"1212","3140","First:","منظمة تمكين",NA,NA,NA,NA
"1213","3141","First:","المجلس القلومي للمرأة",NA,NA,NA,NA
"1214","3144","First:","مركز دعم المرأة و حمايتها من التحرش",NA,NA,NA,NA
"1215","3149","First:,Second:","حكايات نهاد","حماية المرأة",NA,NA,NA
"1216","3150","First:","ا ل مجلس القومي لحقوق المراه",NA,NA,NA,NA
"1217","3151","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"1218","3153","First:,Second:,Third:,Fourth:,Fifth:","فيس بوك","تويتر","انستا","اسناب","يوتيوب"
"1219","3157","First:","المركز القومي للمرأة",NA,NA,NA,NA
"1220","3158","Second:",NA,"قناه الحياه",NA,NA,NA
"1221","3160","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"1222","3161","First:","المجلس القومى لحقوق المرأة",NA,NA,NA,NA
"1223","3164","First:,Second:,Third:","المركز القومى الأمومة والطفولة","المركز المصرى للمراة","انتى الاهم",NA,NA
"1224","3167","First:","المجلس القومي لحقوق المراة",NA,NA,NA,NA
"1225","3170","First:,Second:","فيسبوك","أشخاص يقدمون الدعم او جهات",NA,NA,NA
"1226","3171","First:,Second:,Third:","مؤسسة حقوق المرآة","صفحات على النت","الجهات المختصة بالمرآة",NA,NA
"1227","3173","First:","انتي مش لوحدك",NA,NA,NA,NA
"1228","3174","First:,Second:,Third:,Fourth:","رضوى الشربيني","صباح خضير","المجلس القومي للمرأة","مباحث الإنترنت",NA
"1229","3176","First:","دعم المرأه",NA,NA,NA,NA
