"","index","online_dvsa_end","online_dvsa_1_end","online_dvsa_2_end","online_dvsa_3_end","online_dvsa_4_end","online_dvsa_5_end"
"1092","2909","First:,Second:,Third:","المجلس القومي للمرأة","انا حوا","كشف حساب",NA,NA
"1093","2910","First:,Second:,Third:","نسوية","نهاد قمصان","صفحات على الفيسبوك",NA,NA
"1094","2911","First:","صفحه استاذه نهاد",NA,NA,NA,NA
"1095","2912","First:,Second:","صفحة دعم المرأة","برامج تليفزيونية",NA,NA,NA
"1096","2913","First:","أنتي مش لوحدك",NA,NA,NA,NA
"1097","2915","First:","الفيس بوك جروبات النساء",NA,NA,NA,NA
"1098","2916","First:,Second:,Third:,Fourth:","برنامج استاذه نهاد","برنامج هي وبس","بعض صفحات علي الفيس بوك والجروبات","جروب نرمين",NA
"1099","2918","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"1100","2921","First:,Second:,Third:","شكاوى المجلس القومي للمراه","الجمعيه المصريه للتوعية والصحة النفسية","مؤسسة المراه المصريه للقانون",NA,NA
"1101","2922","First:,Second:,Third:","صفحات التواصل الاجتماعي","صفحة انتي مش لوحدك","صفحة السلطات المختصة",NA,NA
"1102","2923","First:,Second:","Facebook","برنامج حكايات نهاد",NA,NA,NA
"1103","2929","First:,Second:,Third:","المجلس القومي للمرأه","منظمه العفو الدوليه","منظمه حقوق المرأه",NA,NA
"1104","2930","First:","صفحة مش لوحدك .. أول مرة اتابع مصادر خاصة بالنساء المتضررة",NA,NA,NA,NA
"1105","2934","First:,I do not know any.","دعم المراءه",NA,NA,NA,NA
"1106","2935","First:,Second:","دعم المرأه","المجلس القومى لحقوق المرأة",NA,NA,NA
"1107","2936","First:,Second:","المجلس القومي للمراه","مناقشات نون",NA,NA,NA
"1108","2939","First:,Second:,Third:,Fourth:","السلطات المختصة","المجلس الأعلى للمرأة","منظمات حقوق المرأة","الأهل",NA
"1109","2942","First:","برنامج دعم المرأة",NA,NA,NA,NA
"1110","2944","First:","امسك متحرش",NA,NA,NA,NA
"1111","2947","First:,Second:","انتى مش لوحدك","المجلس القومى للمراه",NA,NA,NA
"1112","2949","First:,Second:,Third:","Facebook","Tweeter","Whatsapp",NA,NA
"1113","2950","First:,Second:,Third:,Fourth:","الفيسبوك","جوجل","واتساب","التليفزيون",NA
"1114","2952","First:,Second:,Third:,Fourth:,Fifth:","حقوق المرأه","دعم المرأة","الخط الساخن للعنف المنزلي","ملجأ النساء","محكمة"
"1115","2954","First:,Second:","Facbook","Watsup",NA,NA,NA
"1116","2955","First:","موقع المجلس القومي للمرأة",NA,NA,NA,NA
"1117","2959","First:,Second:","قاوم","برنامج الحكاية",NA,NA,NA
"1118","2962","First:,Second:,Third:,Fourth:,Fifth:","الفيس بوك","التويتر","الواتساب","الانستقرام","الشارع"
"1119","2966","First:","انتى مش لوحدك",NA,NA,NA,NA
"1120","2967","First:,Second:","جروبات الواتس اب","الفيس بوك",NA,NA,NA
"1121","2969","First:","جوجل",NA,NA,NA,NA
"1122","2975","First:","انتي مش لوحدك",NA,NA,NA,NA
"1123","2976","First:,Second:,Third:","المركزي القومي لحقوق المراه","حمايه المراه في المنصوره","المراه والتنميه",NA,NA
"1124","2978","First:,Second:,Third:","الاتصال ب ملجا النساء","الاتصال بالخط الساخن للعنف المنزلي","محكمه محليه",NA,NA
"1125","2979","First:,Second:,Third:","الإنترنت","محكمة الأسره","المجتمع المحيط",NA,NA
"1126","2980","First:,Second:","دعم المرأة","معا ضد العنف الموجه للمرأة",NA,NA,NA
"1127","2984","First:","اكتب الموضوع على محرك البحث ثم اشاهد عدة مواقع",NA,NA,NA,NA
"1128","2989","First:,Second:","جمعيه مرسال","جمعيه رساله",NA,NA,NA
"1129","2990","First:","المجلس القومي للمرأه",NA,NA,NA,NA
"1130","2991","First:,Second:,Third:","المجلس القومي للمرأة","المركز المصري للمرأه","UNFP",NA,NA
"1131","2994","First:","الأمان الأسرى الوطني",NA,NA,NA,NA
"1132","2995","First:,Second:","جروبات الفيس بوك لدعم هذه السيدات نفسيا","الاتصال مع صفحة المجلس القومي للمرأة",NA,NA,NA
"1133","2996","First:,Second:","صفحات علي الفيس","جروبات علي الفيس",NA,NA,NA
"1134","3000","First:,Second:","المجلس القومى للمراة","برنامج نهاد",NA,NA,NA
"1135","3001","First:","الصفحه الخاصه بكم",NA,NA,NA,NA
"1136","3004","First:,Second:,Third:","فيس بوك","يوتيوب","جوجل",NA,NA
"1137","3009","First:,Second:,Third:,Fourth:,Fifth:","فيس بوك",".",".",".","."
"1138","3011","First:,Second:","الفيس","الوتس",NA,NA,NA
"1139","3012","First:,Second:","الفيسبوك","الواتساب",NA,NA,NA
"1140","3016","First:,Second:","فيسبوك","يوتيوب",NA,NA,NA
"1141","3019","First:,Second:,Third:,Fourth:,Fifth:","برنامج حكايات نهاد","صبا","مايو كلينيك","مجلة حياتك","جوجل"
"1142","3023","First:,Second:","انتي مش لوحدك","مؤسسة وعي",NA,NA,NA
"1143","3028","First:","المجلس القومي للمرأه",NA,NA,NA,NA
"1144","3030","First:,Second:,Third:,Fourth:","البوليس","المركز المصري لحقوق المرأة","المجلس القومي للمرأة","جميع الخطوط الساخنه لحماية واستقبال شكاوى المرأة ضد العنف الاسري",NA
"1145","3031","First:,Second:,Third:,Fourth:,Fifth:","فيس","واتس","انستجرام","تويتر","ماسنجر"
"1146","3033","First:,Second:,Third:,Fourth:,Fifth:","انت مش لوحدك","المرأة والمجتمع","معا نقاوم العنف ضد المرأة","ضحايا الزواج","حماية المرأة"
"1147","3035","First:,Second:","حكايات نهاد","هي وبس",NA,NA,NA
"1148","3037","First:,Second:","وات ساب","الفيس بوك",NA,NA,NA
"1149","3038","First:","الواتساب",NA,NA,NA,NA
"1150","3040","First:,Second:,Third:","جوجل","ويكيبيديا","World Health",NA,NA
"1151","3041","First:","د.نهال",NA,NA,NA,NA
"1152","3045","First:,Second:","منظمه الصحه العالميه","منظمه العفو الدوليه",NA,NA,NA
"1153","3046","First:,Second:,Third:,Fourth:,Fifth:","المجلس القومى للمرأة","صفحة dr.fiminist","صفحة إنتى مش لوحدك","جروب واتساب دكنورة نهاد","جروب دعم نفسى على الفيس بوك"
"1154","3050","First:,Second:,Third:,Fourth:,Fifth:","الفيس","انستجرام","واتس","تيكتوك","ايمو"
"1155","3053","First:","اخصائي نفسي",NA,NA,NA,NA
"1156","3058","First:,Second:,Third:,Fourth:,Fifth:","توينر","سناب","فيس بوك","واتس اباااب","تغريده"
"1157","3060","First:,Second:,Third:,I do not know any.","جروب اسالي يا عروسه","اسال واستشير","شزلونج",NA,NA
"1158","3061","First:","المركز القومي لحقوق المرأة",NA,NA,NA,NA
"1159","3062","First:,Second:,Third:,Fourth:,Fifth:","لا اعرف","لا اعرف","لا اعرف","لا اعرف","لا اعرف"
"1160","3063","First:","قناة أ/نهاد أبو قمصان",NA,NA,NA,NA
"1161","3066","First:,Second:,I do not know any.","المجلس القومي للمرأة","ا",NA,NA,NA
"1162","3072","First:,Second:,Third:,Fourth:,Fifth:","المجلس القومي للمرأة","هيئة كير الدولية في مصر","نظرة","مركز حقوق وقضايا المرأة","UNWOMEN"
"1163","3073","First:,Second:","جمعية المرأة والطفل","منظمات حقويية",NA,NA,NA
"1164","3074","First:,Second:","الخط الساخن","السلطات الدوليه المتخصصه لهذة الجرائم",NA,NA,NA
"1165","3076","First:,Second:","فيسبوك","يوتيوب",NA,NA,NA
"1166","3079","First:,Second:,Third:,Fourth:,Fifth:","فيس بوك","تويتير","الجروب الواتس","جوجل","يوتيوب"
"1167","3084","First:,Second:,Third:","المجلس القومي للمرأة","المجلس القومي للأمومة والطفولة","قسم الإرشاد الأسري بكليات التربية",NA,NA
"1168","3085","First:,Second:,Third:","فيس بوك","موقع جوجل عموما","يوتيوب",NA,NA
"1169","3087","First:,Second:,Third:","واتس اب","فيسبوك","يوتيوب",NA,NA
"1170","3089","First:","دعم المراة",NA,NA,NA,NA
"1171","3093","First:","فيس بوك",NA,NA,NA,NA
"1172","3095","First:","معرفش غير الواتساب بتاع الاستفتاء",NA,NA,NA,NA
"1173","3097","First:","استاذة نهاد",NA,NA,NA,NA
"1174","3100","First:","صفحه حكايات نهاد",NA,NA,NA,NA
"1175","3102","First:,I do not know any.","دعم المرأة ع فيس بوك",NA,NA,NA,NA
"1176","3103","First:","جوجل",NA,NA,NA,NA
"1177","3105","First:,Second:","يوتيوب","فيس بوك",NA,NA,NA
"1178","3106","First:,Second:","انتي مش لوحدك","جمعيات حقوق المرأة",NA,NA,NA
"1179","3107","First:,Second:,I do not know any.","الفيس بوك","اليوتيوب",NA,NA,NA
"1180","3109","First:,Second:,Third:","فيس","واتس","تويتر",NA,NA
"1181","3118","First:,Second:,Third:,Fourth:,Fifth:","الفيس بوك","الواتساب","الأنستغرام","اليوتيوب","الياهو"
"1182","3119","First:,Second:,Third:,Fourth:","فيسبوك","يوتيوب","تويتر","واتساب",NA
"1183","3123","First:,Second:","انتي مش لوحدك صفحة المحامية نهاد ابو القمصان","المركز القومي لدعم قضايا المرأة 19576",NA,NA,NA
"1184","3124","First:,Second:","المجلس القومى للمرأة","مركز دعم المرأة",NA,NA,NA
"1185","3129","First:,Second:","المجلس القومي لحقوق المرأة","سوسايتى كوينز",NA,NA,NA
"1186","3130","First:,Second:,Third:","منظومة العنف ضد المراه","Society problems اوقات بتدعم قضايا تخص المراه لكنها مش معتمده بشكل كلي علي القضايا دي","جروب مش لوحدك المشاركه والدعم النفسي",NA,NA
"1187","3132","First:","انتى مش لوحدك",NA,NA,NA,NA
"1188","3133","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"1189","3134","First:,Second:,Third:,Fourth:,Fifth:","يوتيوب","صفحات الدعم علي الفيس","رسائل واتساب","فيديوهات توعيه","كتب"
"1190","3135","First:,Second:","مؤسسة دعم المرأه","الامم المتحدة",NA,NA,NA
"1191","3136","First:,Second:,Third:","مجلس حقوق المرأة","مجلس حقوق الإنسان","رعاية الأمومة",NA,NA
"1192","3137","First:,Second:,Third:","المركز القومى للمرأة","شكاوى المرأة","انا ناجية",NA,NA
"1193","3140","First:,Second:,Third:","جروبات الفيس بوك","التليجرام","الواتس",NA,NA
"1194","3141","First:,Second:","قناة نهاد","المجلس القومي للمرأة",NA,NA,NA
"1195","3142","First:,Second:","إنتي مش لوحدك","بعض الصفحات الشخصية لشخصيات معروفة اجتماعياً تتولى دعم قضايا المرأة",NA,NA,NA
"1196","3146","First:,I do not know any.","انتي مش لوحدك",NA,NA,NA,NA
"1197","3147","First:,Second:,Third:,Fourth:,Fifth:","افيس بوم","بعض الجمعيات","برامج التليفزيون","الجهات المتخصصة","حقوق المرآة"
"1198","3152","First:,Second:","جمعية حقوق الانسان","جمعية حقوق المراه",NA,NA,NA
"1199","3153","First:,Second:,Third:,Fourth:,Fifth:","الفيس بوك","يوتيوب","تويتر","جوجل","انستجرام"
"1200","3157","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"1201","3161","First:","المجلس القومى لحقوق المرأة عرفته من خلال فيديوهات استاذة نهاد",NA,NA,NA,NA
"1202","3164","First:,Second:","المركز القومى الأمومة والطفولة","المركز المصرىللمراة",NA,NA,NA
"1203","3165","First:,Second:","مجموعات الوتس بتاعه استاذه ناهد","اليوتيوب",NA,NA,NA
"1204","3170","First:,Second:,Third:","الفيس بوك","البحث عن جهة دعم","التحدث مع السلطات",NA,NA
"1205","3171","First:,Second:,Third:,I do not know any.","حكايات نهاد","مؤسسة حقوق المرآة","السلطات المتخصصة بامرآة",NA,NA
